DATE	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600
2024-09-25	10.62999974	10.62999974	10.65137838	10.88134492	11.05427688	11.15934184	11.28938046	11.4532014	11.51162581	11.71778074	12.04114428	12.44615928	12.88377841	13.36008209	13.88795675	14.47442211
2024-09-24	10.59579478	10.61663474	10.64986185	10.88188136	11.06204794	11.15919807	11.2894355	11.43436091	11.49267151	11.66797308	11.95628306	12.34477387	12.7654986	13.23447112	13.75506737	14.33328032
2024-09-23	10.62889102	10.6414238	10.64936946	10.89008444	11.06186893	11.15916898	11.28941314	11.43449583	11.47321521	11.66795725	11.95697222	12.34540888	12.76607534	13.23052221	13.74565719	14.31771095
2024-09-22	10.58139791	10.60636466	10.65229093	10.88076643	11.04568575	11.15810272	11.28049176	11.43468135	11.46359799	11.67824156	11.95750581	12.36263182	12.80312544	13.26186161	13.76817015	14.33029034
2024-09-21	10.61035712	10.62826051	10.64557976	10.87251122	11.04557152	11.14911394	11.27149642	11.41590832	11.45420423	11.678789	11.97977819	12.38098469	12.8156379	13.26545702	13.76158448	14.31224764
2024-09-18	10.5927764	10.60329289	10.64557976	10.87251122	11.04557152	11.14911394	11.27149642	11.41590832	11.45420423	11.67873046	11.99040178	12.40990431	12.86488601	13.33218492	13.8474477	14.41968038
2024-09-17	10.593809	10.61602799	10.64557976	10.87251122	11.04557152	11.14911394	11.27149642	11.41605505	11.43484024	11.66969926	11.96964151	12.38764696	12.84167028	13.30769313	13.8214931	14.39206999
2024-09-16	10.61035712	10.62826051	10.64557976	10.87251122	11.0478135	11.16577364	11.28059668	11.43472352	11.45371034	11.69824373	12.01142185	12.43179617	12.88777537	13.35636589	13.87310615	14.44700709
2024-09-15	10.61035712	10.62826051	10.64557976	10.87251122	11.0478135	11.16577364	11.2805468	11.44390849	11.49222781	11.73842845	12.05301085	12.48677861	12.95814088	13.42246927	13.93257126	14.49901066
2024-09-14	10.57726088	10.60379383	10.64557976	10.87274329	11.05782313	11.18367246	11.29838783	11.50950364	11.5687721	11.79702365	12.11336888	12.53840937	12.99967525	13.4657423	13.97896423	14.54892731
2024-09-11	10.62172733	10.62173011	10.64317037	10.87334868	11.05782825	11.18229128	11.2894011	11.50006906	11.56898585	11.79746034	12.10301907	12.5096329	12.9504033	13.42159434	13.94300563	14.52219973
2024-09-10	10.61863118	10.63125126	10.63903272	10.87229765	11.03783796	11.15690296	11.27153082	11.43440813	11.51209218	11.71867943	12.02038556	12.4349834	12.88498108	13.34410234	13.84998334	14.4116482
2024-09-09	10.64345336	10.65272883	10.64557976	10.87227748	11.03613474	11.13453885	11.22708388	11.35968703	11.41679924	11.64067379	11.91840276	12.36194351	12.84663891	13.28786168	13.76870849	14.30218933
2024-09-08	10.62690524	10.64049467	10.64557976	10.87227748	11.03613474	11.13608604	11.23561999	11.35963644	11.41666807	11.6403352	11.96098738	12.39690411	12.87011246	13.32967063	13.83378324	14.39345355
2024-09-07	10.61863118	10.63652683	10.65374674	10.87249104	11.04233727	11.11911143	11.22651973	11.3314946	11.39779474	11.62120482	11.9195555	12.36410742	12.84862993	13.30785221	13.81043721	14.36837583
2024-09-04	10.5927764	10.60329289	10.64557976	10.87251122	11.0423475	11.11659553	11.20841038	11.34091569	11.41696441	11.6818284	11.96209812	12.43625951	12.95626907	13.43729571	13.96278162	14.54657411
2024-09-03	10.59794603	10.61462272	10.63538253	10.87307458	11.04446672	11.13733372	11.24456373	11.3685971	11.47387266	11.76126276	12.08816253	12.58766454	13.13423498	13.65429573	14.22455556	14.85904702
2024-09-02	10.59165775	10.61255283	10.64565198	10.87204877	11.02738334	11.12721022	11.22630474	11.40624436	11.53184481	11.82127403	12.15044179	12.65289852	13.20288072	13.73641715	14.3227498	14.97550038
2024-09-01	10.58967197	10.61189483	10.64141421	10.85529115	11.02038972	11.12578968	11.21815906	11.42522653	11.54144908	11.84104837	12.19295796	12.71020325	13.27594365	13.81930889	14.41606823	15.08067833
2024-08-31	10.58388013	10.60611006	10.63569601	10.85600418	11.04706503	11.15404818	11.25325463	11.47156461	11.6275361	11.92031501	12.29680133	12.83208411	13.41733488	13.97027477	14.57681614	15.25257099
2024-08-28	10.57623324	10.58675859	10.6291621	10.85602099	11.04707185	11.15682252	11.27123327	11.49029042	11.64640782	11.95014582	12.31736715	12.8531369	13.4396445	14.00350247	14.62324558	15.31403514
2024-08-27	10.57229644	10.59317656	10.62651637	10.8564145	11.03818917	11.14933644	11.27140354	11.45300408	11.5695429	11.83950889	12.19056691	12.70797843	13.27387661	13.81729246	14.41410012	15.07876073
2024-08-26	10.58553494	10.60636135	10.63973355	10.87345295	11.05447124	11.1552274	11.26219837	11.47160846	11.6079956	11.90001539	12.24321976	12.76844146	13.3440931	13.87353164	14.45238864	15.09666884
2024-08-25	10.58388013	10.6046866	10.6381333	10.8723027	11.03699402	11.14649878	11.25342835	11.42449119	11.58967932	11.82028199	12.15822165	12.67364676	13.23792338	13.75129661	14.31172456	14.93509209
2024-08-24	10.57726088	10.59799253	10.63173398	10.87231952	11.0361552	11.13455254	11.22709248	11.41565534	11.5318691	11.80067853	12.12846188	12.63001531	13.17894069	13.66939469	14.20353072	14.79713134
