DATE	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600	5400	7200	9000	10800
2024-09-25	2.8296811	2.82870234	2.82769828	2.82959039	2.8305102	2.83105581	2.83126982	2.83174737	2.83541634	2.83868915	2.84203079	2.84487062	2.84794559	2.85221934	2.85665376	2.86132426	2.88989312	2.92890244	2.98055417	3.04968061
2024-09-24	2.82782805	2.82870234	2.82769828	2.82940784	2.83069401	2.83105581	2.83145494	2.83154416	2.83502083	2.83956379	2.84202959	2.84361047	2.84680063	2.85175183	2.8570748	2.86271101	2.88873749	2.92997445	2.97337296	3.05154071
2024-09-23	2.82782805	2.82870234	2.82805551	2.82959039	2.83014257	2.8308699	2.83145494	2.83154022	2.8356486	2.84067987	2.8430194	2.84407014	2.84665211	2.85245586	2.85859477	2.86369644	2.88768467	2.92621955	2.96565716	3.03561086
2024-09-22	2.82874716	2.82870234	2.82805551	2.82959039	2.83014257	2.8308699	2.83145494	2.83081157	2.83421071	2.83808225	2.84035296	2.84224034	2.84442969	2.85012947	2.85608994	2.86008994	2.88421919	2.91761479	2.96234616	3.01980017
2024-09-21	2.82782805	2.82870234	2.82805551	2.83013803	2.83106164	2.83214547	2.8323846	2.83201655	2.83637403	2.8409971	2.8437475	2.84540738	2.84756518	2.8532386	2.85915857	2.86328522	2.88773962	2.92043378	2.9568284	3.02623326
2024-09-18	2.82782805	2.82863297	2.82805551	2.83032058	2.83124545	2.83247966	2.83276094	2.83245054	2.8367366	2.84085383	2.84440743	2.84561047	2.84900775	2.85430359	2.85953022	2.86401971	2.887842	2.92311141	2.96492906	3.01190636
2024-09-17	2.82782805	2.82833948	2.82805551	2.83032058	2.83161308	2.83250448	2.83275058	2.83183404	2.83616027	2.83978076	2.84352858	2.84482774	2.84968635	2.85495927	2.85998109	2.86467488	2.89118533	2.92737327	2.97384733	3.02092069
2024-09-16	2.82782805	2.82798195	2.8268052	2.82995548	2.83142926	2.83249608	2.83238053	2.83183937	2.83615175	2.84032462	2.84379017	2.84533343	2.85099206	2.85663202	2.86186014	2.86667908	2.89545349	2.93409341	2.98274198	3.04011
2024-09-15	2.82782805	2.82697343	2.8268052	2.82995548	2.83159416	2.83246685	2.83238038	2.8317868	2.836437	2.84113729	2.84536329	2.84677053	2.85332679	2.85843935	2.86282396	2.86809687	2.89624168	2.93742842	2.97897822	3.06528819
2024-09-14	2.82782805	2.82687205	2.8268052	2.83013803	2.83176634	2.83248498	2.83238055	2.83237994	2.83675772	2.84186582	2.84529944	2.84725136	2.85419391	2.8594356	2.86387079	2.86942855	2.89578297	2.93565826	2.98075936	3.05884816
