fecha	tfondeo
20000807	16.56
20000808	16.51
20000809	16.51
20000810	16.66
20000811	16.61
20000814	16.65
20000815	16.34
20000816	16.15
20000817	16.1
20000818	16.22
20000821	15.97
20000822	15.85
20000823	15.67
20000824	15.62
20000825	15.64
20000828	15.64
20000829	15.78
20000830	16.6
20000831	15.51
20000901	15.35
20000904	15.44
20000905	15.78
20000906	15.99
20000907	15.76
20000908	15.99
20000911	15.82
20000912	15.79
20000913	15.76
20000914	15.92
20000915	16.43
20000918	15.81
20000919	15.88
20000920	15.99
20000921	16.4
20000922	16.84
20000925	15.96
20000926	15.92
20000927	16.58
20000928	15.76
20000929	15.89
20001002	15.76
20001003	15.72
20001004	15.71
20001005	15.72
20001006	15.72
20001009	15.71
20001010	15.67
20001011	15.75
20001012	15.72
20001013	15.98
20001016	15.78
20001017	15.88
20001018	16.99
20001019	17.19
20001020	17.62
20001023	17.59
20001024	17.54
20001025	17.52
20001026	17.12
20001027	17.11
20001030	17.11
20001031	17.09
20001101	17.12
20001103	17.15
20001106	17.12
20001107	17.12
20001108	17.18
20001109	17.31
20001110	17.38
20001113	18.05
20001114	18.31
20001115	18.2
20001116	18.19
20001117	18.79
20001121	19.09
20001122	19.27
20001123	18.21
20001124	18.2
20001127	18.05
20001128	17.88
20001129	17.84
20001130	17.9
20001204	17.32
20001205	17.19
20001206	17.15
20001207	17.25
20001208	17.28
20001211	17.3
20001213	17.32
20001214	17.25
20001215	17.6
20001218	17.44
20001219	17.31
20001220	17.74
20001221	17.74
20001222	18.68
20001226	18.27
20001227	18
20001228	18.31
20001229	18.79
20010102	17.87
20010103	17.87
20010104	17.2
20010105	17.07
20010108	16.95
20010109	16.92
20010110	17.01
20010111	17.09
20010112	17.22
20010115	18.03
20010116	18.34
20010117	18.44
20010118	18.32
20010119	18.15
20010122	18.1
20010123	18.12
20010124	18.08
20010125	17.87
20010126	17.6
20010129	17.69
20010130	17.71
20010131	17.72
20010201	17.71
20010202	17.85
20010206	17.84
20010207	17.83
20010208	17.74
20010209	17.6
20010212	17.63
20010213	17.61
20010214	16.9
20010215	17.5
20010216	17.6
20010219	17.45
20010220	17.35
20010221	17.39
20010222	17.45
20010223	17.16
20010226	17.07
20010227	16.96
20010228	16.86
20010301	16.9
20010302	17.23
20010305	17.13
20010306	17.05
20010307	16.84
20010308	16.69
20010309	16.64
20010312	16.64
20010313	16.61
20010314	15.79
20010315	16.71
20010316	17.33
20010319	17.08
20010320	17.33
20010322	16.61
20010323	16.55
20010326	16.39
20010327	16.21
20010328	16.13
20010329	16.18
20010330	16.32
20010402	16.28
20010403	16.4
20010404	16.17
20010405	16
20010406	16.32
20010409	16.71
20010410	16.03
20010411	16.18
20010416	15.92
20010417	15.8
20010418	15.65
20010419	15.57
20010420	15.68
20010423	15.64
20010424	15.59
20010425	15.46
20010426	15.06
20010427	14.97
20010430	15
20010502	14.89
20010503	14.85
20010504	14.86
20010507	14.92
20010508	14.93
20010509	14.66
20010510	14.58
20010511	14.36
20010514	14.28
20010515	14.27
20010516	14.22
20010517	13.76
20010518	13.39
20010521	11.9
20010522	11.38
20010523	11.18
20010524	11.22
20010525	11.27
20010528	11.34
20010529	11.35
20010530	11.34
20010531	11.47
20010601	11.52
20010604	11.66
20010605	11.59
20010606	11.1
20010607	11.26
20010608	11.38
20010611	11.09
20010612	11.08
20010613	11.11
20010614	11
20010615	10.96
20010618	10.65
20010619	10.39
20010620	10.43
20010621	10.71
20010622	10.65
20010625	10.61
20010626	10.39
20010627	10.17
20010628	10.17
20010629	10.25
20010702	10.14
20010703	10.12
20010704	9.7
20010705	9.96
20010706	10.33
20010709	10.18
20010710	10.08
20010711	10.31
20010712	10.3
20010713	10.31
20010716	10.14
20010717	10.04
20010718	9.84
20010719	9.8
20010720	9.83
20010723	9.8
20010724	9.68
20010725	9.39
20010726	9.29
20010727	9.34
20010730	9.28
20010731	9.27
20010801	9.77
20010802	8.64
20010803	8.59
20010806	8.34
20010807	8.28
20010808	8.23
20010809	8.22
20010810	8.21
20010813	8.22
20010814	8.22
20010815	8.21
20010816	8.21
20010817	8.21
20010820	8.24
20010821	8.23
20010822	8.11
20010823	8.1
20010824	8.53
20010827	9.28
20010828	10.42
20010829	9.45
20010830	8.99
20010831	8.94
20010903	8.83
20010904	8.84
20010905	8.85
20010906	8.87
20010907	8.92
20010910	8.94
20010911	9.84
20010912	9.65
20010913	9.5
20010914	9.65
20010917	9.66
20010918	9.65
20010919	9.63
20010920	9.79
20010921	10.18
20010924	9.9
20010925	9.94
20010926	9.23
20010927	10.41
20010928	10.36
20011001	10.33
20011002	10.36
20011003	10.33
20011004	10.37
20011005	10.37
20011008	10.4
20011009	10.38
20011010	10.08
20011011	9.8
20011012	9.81
20011015	9.57
20011016	9.4
20011017	9.05
20011018	8.79
20011019	8.52
20011022	8.42
20011023	8.21
20011024	7.4
20011025	7.86
20011026	7.94
20011029	7.93
20011030	8.12
20011031	8.08
20011101	8.12
20011102	8.17
20011105	7.93
20011106	7.87
20011107	7.94
20011108	8.01
20011109	8.09
20011112	8.1
20011113	8.11
20011114	8.12
20011115	8.11
20011116	8.14
20011119	8.29
20011121	7.45
20011122	7.56
20011123	7.26
20011126	6.9
20011127	6.66
20011128	6.78
20011129	6.96
20011130	7.24
20011203	6.98
20011204	6.78
20011205	6.85
20011206	6.88
20011207	6.89
20011210	6.76
20011211	6.73
20011213	6.21
20011214	5.94
20011217	5.78
20011218	5.75
20011219	4.89
20011220	7.39
20011221	7.3
20011224	7.35
20011226	7.22
20011227	7.12
20011228	7.17
20011231	8.04
20020102	7.2
20020103	6.96
20020104	6.92
20020107	6.73
20020108	6.67
20020109	6.73
20020110	6.99
20020111	8.17
20020114	7.27
20020115	6.96
20020116	6.19
20020117	6.59
20020118	6.59
20020121	6.78
20020122	7.27
20020123	7.32
20020124	7.51
20020125	7.62
20020128	7.6
20020129	8
20020130	8.15
20020131	8.08
20020201	8.16
20020204	8.12
20020206	7.91
20020207	7.51
20020208	7.27
20020211	8.27
20020212	8.27
20020213	8.08
20020214	8.37
20020215	9.47
20020218	8.99
20020219	8.5
20020220	8.4
20020221	8.39
20020222	8.4
20020225	7.85
20020226	7.58
20020227	7.61
20020228	7.63
20020301	7.38
20020304	7.34
20020305	7.34
20020306	7.07
20020307	7.06
20020308	7.07
20020311	7.07
20020312	7.07
20020313	6.21
20020314	8.74
20020315	9.36
20020318	8.17
20020319	8.09
20020320	7.96
20020322	7.9
20020325	7.83
20020326	7.79
20020327	7.11
20020401	6.17
20020402	5.89
20020403	5.88
20020404	5.87
20020405	5.82
20020408	5.62
20020409	5.31
20020410	4.24
20020411	5.34
20020412	5.39
20020415	5.11
20020416	5.4
20020417	5.51
20020418	5.25
20020419	5.17
20020422	5.15
20020423	5.15
20020424	5.15
20020425	5.41
20020426	5.53
20020429	5.49
20020430	5.47
20020502	5.54
20020503	6.26
20020506	6.7
20020507	6.84
20020508	6.66
20020509	7.23
20020510	7.66
20020513	7.67
20020514	7.72
20020515	7.5
20020516	7.17
20020517	7.06
20020520	7.08
20020521	7.15
20020522	7.19
20020523	7.19
20020524	7.2
20020527	7.17
20020528	7.2
20020529	7.16
20020530	7.4
20020531	7.33
20020603	7
20020604	6.83
20020605	6.1
20020606	7.24
20020607	7.31
20020610	7.22
20020611	7.12
20020612	7.06
20020613	6.88
20020614	6.85
20020617	6.79
20020618	6.72
20020619	6.73
20020620	7.02
20020621	7.89
20020624	7.92
20020625	7.79
20020626	8.53
20020627	8.12
20020628	8.13
20020701	8.02
20020702	7.92
20020703	6.59
20020704	7.57
20020705	7.49
20020708	7.49
20020709	7.49
20020710	7.36
20020711	7.11
20020712	6.9
20020715	6.88
20020716	6.89
20020717	6.82
20020718	6.65
20020719	6.59
20020722	6.56
20020723	6.56
20020724	6.57
20020725	6.57
20020726	6.58
20020729	6.59
20020730	6.56
20020731	5.37
20020801	6.57
20020802	6.58
20020805	6.58
20020806	6.48
20020807	6.46
20020808	6.33
20020809	6.33
20020812	6.33
20020813	6.59
20020814	6.59
20020815	6.63
20020816	6.68
20020819	6.69
20020820	6.7
20020821	6.58
20020822	6.6
20020823	6.59
20020826	6.6
20020827	6.55
20020828	5.93
20020829	6.68
20020830	6.64
20020902	6.58
20020903	6.58
20020904	6.77
20020905	6.77
20020906	6.77
20020909	6.72
20020910	6.59
20020911	6.58
20020912	6.69
20020913	6.71
20020917	6.7
20020918	6.75
20020919	7.02
20020920	7.71
20020923	8.05
20020924	8.5
20020925	6.24
20020926	8.5
20020927	8.19
20020930	8.05
20021001	8.07
20021002	7.82
20021003	7.79
20021004	7.81
20021007	7.88
20021008	7.85
20021009	7.97
20021010	8.05
20021011	8.07
20021014	8.04
20021015	7.88
20021016	7.86
20021017	7.6
20021018	7.59
20021021	7.61
20021022	7.56
20021023	6.18
20021024	7.59
20021025	7.6
20021028	7.6
20021029	7.62
20021030	7.92
20021031	7.72
20021101	7.73
20021104	7.73
20021105	7.59
20021106	7.57
20021107	7.47
20021108	7.79
20021111	8.05
20021112	8.04
20021113	7.96
20021114	7.67
20021115	7.09
20021118	6.26
20021119	7.08
20021121	6.88
20021122	6.89
20021125	6.97
20021126	6.98
20021127	6.98
20021128	6.98
20021129	7
20021202	6.98
20021203	6.98
20021204	6.99
20021205	7.14
20021206	7.38
20021209	7.56
20021210	7.72
20021211	7.8
20021213	7.75
20021216	7.65
20021217	7.65
20021218	6.39
20021219	7.62
20021220	7.65
20021223	7.64
20021224	7.64
20021226	7.66
20021227	7.68
20021230	7.87
20021231	8.25
20030102	7.83
20030103	7.82
20030106	7.7
20030107	7.83
20030108	7.8
20030109	7.75
20030110	7.82
20030113	8.07
20030114	8.16
20030115	6.06
20030116	8.12
20030117	8.26
20030120	8.25
20030121	8.36
20030122	9.11
20030123	9.08
20030124	9.11
20030127	9.09
20030128	9.1
20030129	9.05
20030130	8.98
20030131	9.01
20030203	8.83
20030204	9
20030206	8.83
20030207	9.04
20030210	9.89
20030211	9.38
20030212	8.04
20030213	9.44
20030214	9.43
20030217	9.16
20030218	9.16
20030219	9.09
20030220	8.86
20030221	9.03
20030224	9.02
20030225	9.27
20030226	9.26
20030227	9.27
20030228	9.27
20030303	9.27
20030304	9.43
20030305	9.53
20030306	9.77
20030307	9.86
20030310	9.87
20030311	9.8
20030312	8.18
20030313	9.21
20030314	9.05
20030317	9.12
20030318	8.97
20030319	9.04
20030320	8.96
20030324	8.68
20030325	8.55
20030326	8.34
20030327	8.36
20030328	8.72
20030331	8.92
20030401	8.93
20030402	8.56
20030403	8.46
20030404	8.46
20030407	8.28
20030408	8.29
20030409	7.28
20030410	8.37
20030411	8.09
20030414	7.94
20030415	7.94
20030416	7.71
20030421	7.62
20030422	7.59
20030423	7.59
20030424	7.33
20030425	6.86
20030428	6.78
20030429	6.32
20030430	5.85
20030502	5.72
20030505	5.52
20030506	5.56
20030507	5.6
20030508	5.59
20030509	5.06
20030512	4.8
20030513	4.8
20030514	4.58
20030515	5.06
20030516	5.56
20030519	5.57
20030520	5.54
20030521	5.28
20030522	5.05
20030523	4.79
20030526	4.8
20030527	4.82
20030528	4.88
20030529	4.81
20030530	4.79
20030602	4.7
20030603	4.56
20030604	4.59
20030605	5.56
20030606	5.51
20030609	5.71
20030610	5.98
20030611	5.77
20030612	5.65
20030613	5.62
20030616	5.63
20030617	5.61
20030618	5.69
20030619	5.72
20030620	5.27
20030623	5.13
20030624	5.05
20030625	4.92
20030626	4.63
20030627	4.6
20030630	4.36
20030701	4.36
20030702	4.36
20030703	4.39
20030704	4.37
20030707	4.37
20030708	4.89
20030709	4.96
20030710	4.97
20030711	5.12
20030714	4.96
20030715	4.94
20030716	4.94
20030717	4.54
20030718	4.51
20030721	4.43
20030722	4.27
20030723	4.33
20030724	4.35
20030725	4.13
20030728	4.08
20030729	4.07
20030730	4.07
20030731	4.07
20030801	4.09
20030804	4.08
20030805	4.18
20030806	4.28
20030807	4.28
20030808	4.15
20030811	4.05
20030812	4.15
20030813	4.16
20030814	4.16
20030815	4.15
20030818	4.15
20030819	4.2
20030820	4.22
20030821	4.24
20030822	4.24
20030825	4.25
20030826	4.24
20030827	4.34
20030828	4.35
20030829	4.57
20030901	4.57
20030902	4.58
20030903	4.48
20030904	4.43
20030905	4.3
20030908	4.31
20030909	4.3
20030910	4.34
20030911	4.33
20030912	4.34
20030915	4.37
20030917	4.25
20030918	4.33
20030919	4.35
20030922	4.26
20030923	4.17
20030924	4.18
20030925	4.23
20030926	4.23
20030929	4.32
20030930	4.3
20031001	4.27
20031002	4.4
20031003	4.73
20031006	5.03
20031007	5.46
20031008	5.38
20031009	5.44
20031010	5.38
20031013	5.31
20031014	5.44
20031015	5.45
20031016	5.45
20031017	5.46
20031020	5.45
20031021	5.31
20031022	5.31
20031023	5.31
20031024	5.15
20031027	5.03
20031028	5.02
20031029	4.66
20031030	4.79
20031031	4.73
20031103	4.62
20031104	4.53
20031105	4.44
20031106	4.44
20031107	4.45
20031110	4.45
20031111	4.45
20031112	4.46
20031113	4.8
20031114	4.89
20031117	5.16
20031118	5.09
20031119	5.14
20031121	5.23
20031124	5.26
20031125	5.52
20031126	5.77
20031127	5.85
20031128	6.26
20031201	6.39
20031202	6.37
20031203	6.35
20031204	6.19
20031205	6.11
20031208	6.03
20031209	5.81
20031210	5.82
20031211	5.8
20031215	5.91
20031216	6.06
20031217	6.01
20031218	6.02
20031219	6.02
20031222	6.11
20031223	6.1
20031224	6.12
20031226	6.11
20031229	6.11
20031230	6.1
20031231	6.12
20040102	6.12
20040105	5.84
20040106	5.66
20040107	5.29
20040108	5.05
20040109	5.1
20040112	5.04
20040113	4.87
20040114	4.84
20040115	4.85
20040116	4.75
20040119	4.73
20040120	4.74
20040121	4.79
20040122	4.99
20040123	5.18
20040126	4.86
20040127	4.85
20040128	4.8
20040129	5.01
20040130	5.2
20040202	4.91
20040203	5.09
20040204	5.2
20040206	5.35
20040209	5.21
20040210	5.51
20040211	5.51
20040212	5.49
20040213	5.38
20040216	5.42
20040217	5.44
20040218	5.45
20040219	5.5
20040220	5.98
20040223	6.01
20040224	6.25
20040225	6.74
20040226	6.66
20040227	6.71
20040301	6.66
20040302	6.6
20040303	6.43
20040304	6.6
20040305	6.35
20040308	6.16
20040309	6.25
20040310	6.26
20040311	6.35
20040312	6.55
20040315	6.61
20040316	6.66
20040317	6.7
20040318	6.6
20040319	6.56
20040322	6.55
20040323	6.41
20040324	6.35
20040325	6.27
20040326	6.08
20040329	6.11
20040330	6.26
20040331	6.13
20040401	6.04
20040402	6.12
20040405	6.12
20040406	6.07
20040407	5.91
20040412	5.87
20040413	5.9
20040414	6.03
20040415	6.02
20040416	6
20040419	5.98
20040420	5.98
20040421	6.04
20040422	6.01
20040423	5.68
20040426	5.51
20040427	5.52
20040428	6.01
20040429	6.13
20040430	6.26
20040503	6.26
20040504	6.26
20040505	6.17
20040506	6.1
20040507	6.31
20040510	6.52
20040511	6.52
20040512	6.52
20040513	6.52
20040514	6.51
20040517	6.52
20040518	6.52
20040519	6.52
20040520	6.52
20040521	6.51
20040524	6.52
20040525	6.38
20040526	6.35
20040527	6.35
20040528	6.36
20040531	6.35
20040601	6.35
20040602	6.35
20040603	6.35
20040604	6.36
20040607	6.35
20040608	6.35
20040609	6.35
20040610	6.34
20040611	6.36
20040614	6.35
20040615	6.35
20040616	6.35
20040617	6.35
20040618	6.36
20040621	6.35
20040622	6.35
20040623	6.35
20040624	6.35
20040625	6.36
20040628	6.35
20040629	6.35
20040630	6.53
20040701	6.6
20040702	6.61
20040705	6.6
20040706	6.6
20040707	6.6
20040708	6.6
20040709	6.61
20040712	6.61
20040713	6.6
20040714	6.6
20040715	6.6
20040716	6.61
20040719	6.61
20040720	6.6
20040721	6.61
20040722	6.61
20040723	6.76
20040726	6.75
20040727	6.75
20040728	6.74
20040729	6.75
20040730	6.76
20040802	6.75
20040803	6.78
20040804	6.76
20040805	6.76
20040806	6.85
20040809	6.77
20040810	6.76
20040811	6.98
20040812	7
20040813	7.01
20040816	7
20040817	7
20040818	7
20040819	7
20040820	7.01
20040823	7
20040824	7
20040825	7.09
20040826	7.1
20040827	7.15
20040830	7.17
20040831	7.17
20040901	7.17
20040902	7.17
20040903	7.15
20040906	7.16
20040907	7.16
20040908	7.16
20040909	7.16
20040910	7.16
20040913	7.16
20040914	7.16
20040915	7.16
20040917	7.19
20040920	7.16
20040921	7.16
20040922	7.41
20040923	7.41
20040924	7.61
20040927	7.61
20040928	7.61
20040929	7.61
20040930	7.62
20041001	7.61
20041004	7.61
20041005	7.61
20041006	7.61
20041007	7.61
20041008	7.61
20041011	7.61
20041012	7.62
20041013	7.62
20041014	7.62
20041015	7.62
20041018	7.62
20041019	7.62
20041020	7.62
20041021	7.63
20041022	7.76
20041025	7.82
20041026	7.82
20041027	7.81
20041028	7.81
20041029	7.81
20041101	7.81
20041102	7.81
20041103	7.81
20041104	7.82
20041105	7.83
20041108	7.83
20041109	7.85
20041110	7.85
20041111	8.08
20041112	8.07
20041115	8.06
20041116	8.06
20041117	8.06
20041118	8.06
20041119	8.06
20041122	8.06
20041123	8.07
20041124	8.07
20041125	8.06
20041126	8.27
20041129	8.27
20041130	8.27
20041201	8.27
20041202	8.26
20041203	8.26
20041206	8.26
20041207	8.27
20041208	8.27
20041209	8.26
20041210	8.38
20041213	8.41
20041214	8.47
20041215	8.72
20041216	8.74
20041217	8.74
20041220	8.74
20041221	8.74
20041222	8.74
20041223	8.72
20041224	8.75
20041227	8.73
20041228	8.74
20041229	8.74
20041230	8.74
20041231	8.75
20050103	8.73
20050104	8.73
20050105	8.73
20050106	8.72
20050107	8.73
20050110	8.73
20050111	8.72
20050112	8.73
20050113	8.72
20050114	8.72
20050117	8.72
20050118	8.72
20050119	8.72
20050120	8.72
20050121	8.73
20050124	8.73
20050125	8.72
20050126	8.72
20050127	8.72
20050128	8.81
20050131	8.82
20050201	8.9
20050202	8.9
20050203	9.06
20050204	9.09
20050207	9.1
20050208	9.12
20050209	9.15
20050210	9.15
20050211	9.15
20050214	9.15
20050215	9.15
20050216	9.15
20050217	9.16
20050218	9.15
20050221	9.15
20050222	9.15
20050223	9.15
20050224	9.16
20050225	9.28
20050228	9.21
20050301	9.21
20050302	9.2
20050303	9.21
20050304	9.2
20050307	9.2
20050308	9.2
20050309	9.2
20050310	9.2
20050311	9.2
20050314	9.2
20050315	9.2
20050316	9.2
20050317	9.2
20050318	9.21
20050322	9.2
20050323	9.5
20050328	9.5
20050329	9.5
20050330	9.5
20050331	9.51
20050401	9.5
20050404	9.5
20050405	9.5
20050406	9.5
20050407	9.5
20050408	9.5
20050411	9.5
20050412	9.51
20050413	9.52
20050414	9.53
20050415	9.55
20050418	9.52
20050419	9.53
20050420	9.52
20050421	9.51
20050422	9.52
20050425	9.51
20050426	9.52
20050427	9.52
20050428	9.53
20050429	9.6
20050502	9.53
20050503	9.54
20050504	9.78
20050505	9.78
20050506	9.79
20050509	9.79
20050510	9.88
20050511	9.88
20050512	9.78
20050513	9.76
20050516	9.75
20050517	9.75
20050518	9.75
20050519	9.75
20050520	9.74
20050523	9.74
20050524	9.75
20050525	9.75
20050526	9.75
20050527	9.75
20050530	9.75
20050531	9.75
20050601	9.75
20050602	9.75
20050603	9.75
20050606	9.75
20050607	9.75
20050608	9.75
20050609	9.75
20050610	9.75
20050613	9.75
20050614	9.75
20050615	9.75
20050616	9.75
20050617	9.75
20050620	9.75
20050621	9.75
20050622	9.75
20050623	9.75
20050624	9.75
20050627	9.75
20050628	9.75
20050629	9.75
20050630	9.76
20050701	9.75
20050704	9.75
20050705	9.75
20050706	9.75
20050707	9.75
20050708	9.75
20050711	9.75
20050712	9.75
20050713	9.75
20050714	9.75
20050715	9.75
20050718	9.75
20050719	9.75
20050720	9.75
20050721	9.75
20050722	9.75
20050725	9.75
20050726	9.75
20050727	9.75
20050728	9.75
20050729	9.75
20050801	9.75
20050802	9.75
20050803	9.75
20050804	9.75
20050805	9.75
20050808	9.75
20050809	9.75
20050810	9.75
20050811	9.75
20050812	9.75
20050815	9.75
20050816	9.75
20050817	9.75
20050818	9.75
20050819	9.75
20050822	9.75
20050823	9.75
20050824	9.75
20050825	9.75
20050826	9.53
20050829	9.51
20050830	9.51
20050831	9.51
20050901	9.51
20050902	9.5
20050905	9.5
20050906	9.5
20050907	9.5
20050908	9.5
20050909	9.5
20050912	9.51
20050913	9.5
20050914	9.5
20050915	9.5
20050919	9.5
20050920	9.51
20050921	9.51
20050922	9.51
20050923	9.26
20050926	9.26
20050927	9.26
20050928	9.26
20050929	9.26
20050930	9.26
20051003	9.26
20051004	9.26
20051005	9.26
20051006	9.26
20051007	9.26
20051010	9.26
20051011	9.26
