DATE	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600	5400	7200	9000	10800
20180629	0.02410237	0.02411239	0.02415083	0.02475177	0.02546244	0.02622075	0.02690413	0.02937214	0.03136351	0.03289272	0.03351071	0.03436437	0.03526602	0.03609391	0.03694115	0.03781778	0.04217406	0.04584163	0.05010564	0.05487885
20180628	0.02354185	0.02411239	0.02415083	0.024695	0.025520573	0.02622075	0.026965415	0.029299124	0.031218285	0.033217103	0.033510272	0.033907913	0.034853768	0.035928833	0.037086982	0.038288873	0.041825667	0.046116318	0.048544968	0.055219479
20180627	0.02354185	0.02411239	0.024261868	0.02475177	0.025346173	0.026160611	0.026965415	0.029297711	0.031448791	0.033631032	0.033870689	0.034074417	0.034800293	0.036177427	0.037613447	0.038623632	0.041508268	0.045154171	0.046868117	0.052302335
20180626	0.023819868	0.02411239	0.024261868	0.02475177	0.025346173	0.026160611	0.026965415	0.029035903	0.030920821	0.032667636	0.032899769	0.033411617	0.034000092	0.035355973	0.036745863	0.037398473	0.040463519	0.042949303	0.046148547	0.049407011
20180625	0.02354185	0.02411239	0.024261868	0.02492208	0.02563684	0.026573245	0.027273176	0.029468856	0.031715158	0.033748685	0.034135806	0.034558795	0.035129048	0.036453816	0.037808731	0.038483934	0.041524837	0.043671635	0.044949388	0.050585066
20180622	0.02354185	0.024091138	0.024261868	0.02497885	0.025694974	0.026681351	0.027397762	0.029624791	0.031848288	0.033695547	0.034376103	0.034632358	0.035648457	0.036829867	0.037937455	0.038733447	0.041555702	0.044357746	0.046709882	0.047961461
20180621	0.02354185	0.024001221	0.024261868	0.02497885	0.025811241	0.02668938	0.027394331	0.02940328	0.031636669	0.033297572	0.034056092	0.034348836	0.035892793	0.037061388	0.038093622	0.038956015	0.042563626	0.045449798	0.048648061	0.049612206
20180620	0.02354185	0.023891683	0.023873234	0.02486531	0.025753107	0.026686662	0.027271828	0.029405195	0.031633542	0.033499276	0.034151345	0.034532009	0.036362922	0.03765204	0.038744457	0.039636858	0.043850364	0.047171753	0.050581109	0.053126237
20180619	0.02354185	0.023582697	0.023873234	0.02486531	0.025805259	0.026677208	0.027271779	0.029386307	0.031738279	0.033800678	0.034724157	0.03505256	0.037203557	0.038290213	0.039078292	0.040118495	0.044087981	0.048026311	0.049763143	0.05773698
20180618	0.02354185	0.023551637	0.023873234	0.02492208	0.025859712	0.026683071	0.027271834	0.029599423	0.031856042	0.034070873	0.034700907	0.035226728	0.037515771	0.038641991	0.039440878	0.040570876	0.043949691	0.047572728	0.050150232	0.056557652
20180615	0.02354185	0.023551637	0.023873234	0.02486531	0.025869374	0.026691232	0.027149405	0.029805825	0.032157252	0.034389461	0.035280887	0.035520575	0.03768583	0.039001647	0.039964713	0.041107275	0.044601545	0.04826558	0.053148603	0.05607679
20180614	0.023037382	0.023551637	0.023873234	0.02480854	0.026043774	0.026762004	0.027762139	0.03063557	0.033460343	0.035824237	0.03660997	0.036676442	0.038855418	0.04037255	0.041593352	0.042912198	0.045970269	0.049321257	0.05408238	0.05455956
20180613	0.023037382	0.023551637	0.024095311	0.02452469	0.025869374	0.026683847	0.027762347	0.031477605	0.034104158	0.036311246	0.036761424	0.036901814	0.03810975	0.039519395	0.04094264	0.042256655	0.046074607	0.046902857	0.050235838	0.053033311
20180612	0.023287598	0.023551637	0.024095311	0.02452469	0.025869374	0.026670941	0.027702509	0.031128245	0.033499566	0.035510944	0.035894706	0.036227222	0.037431955	0.038699014	0.039918682	0.040885076	0.044534222	0.044468893	0.046960812	0.052593677
20180611	0.023037382	0.023551637	0.024095311	0.02452469	0.025869374	0.026666743	0.027762206	0.031003043	0.033145076	0.034990565	0.035250492	0.035420564	0.036984264	0.038167535	0.039107339	0.039900135	0.04411646	0.043978896	0.044625956	0.052993762
20180608	0.023037382	0.023532509	0.024095311	0.02458146	0.025869374	0.02668606	0.027700946	0.030705627	0.033196539	0.034959564	0.035611878	0.035868158	0.037815749	0.038687084	0.039168218	0.039993327	0.044911775	0.045304769	0.047177369	0.052611586
20180607	0.02298133	0.023478834	0.024095311	0.02475177	0.025869374	0.026683492	0.027762213	0.030452665	0.033095536	0.03488671	0.035208861	0.035758471	0.038202878	0.039052739	0.039350612	0.040073116	0.044643796	0.045400841	0.04641671	0.05192926
20180606	0.02298133	0.023160909	0.023706677	0.024411149	0.025753107	0.026882283	0.027884727	0.030916904	0.033936331	0.035808815	0.036297892	0.036817043	0.039603067	0.04041769	0.040588367	0.041503417	0.046047001	0.046937938	0.047535636	0.055276785
