DATE	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600	5400	7200	9000	10800
20200306	0.07906	0.07808887	0.07709264	0.07897	0.07988264	0.080424	0.08063634	0.08111017	0.08475054	0.08799784	0.09131343	0.09413113	0.09718213	0.10142256	0.10582242	0.11045651	0.13880269	0.17750794	0.22875706	0.29734467
20200305	0.077221395	0.07808887	0.07709264	0.078788876	0.08006502	0.080424	0.080820022	0.080908539	0.084358112	0.088865661	0.091312237	0.0928808	0.096046092	0.100958701	0.106240174	0.111832458	0.137656064	0.178571587	0.221631818	0.299190267
20200304	0.077221395	0.07808887	0.077447089	0.07897	0.079517879	0.080239541	0.080820022	0.080904638	0.084980986	0.089973044	0.092294338	0.09333689	0.095898733	0.101657239	0.107748298	0.112810206	0.136611445	0.174845962	0.213976166	0.283384593
20200303	0.078133343	0.07808887	0.077447089	0.07897	0.079517879	0.080239541	0.080820022	0.080181662	0.083554305	0.087395672	0.089648675	0.091521343	0.093693629	0.099348983	0.105262996	0.109231816	0.13317298	0.166308273	0.210690969	0.267697141
20200302	0.077221395	0.07808887	0.077447089	0.079513372	0.080429781	0.081505168	0.081742435	0.081377248	0.085700765	0.090287801	0.093016757	0.094663701	0.096804679	0.102433883	0.10830771	0.112402184	0.136665975	0.169105285	0.205216216	0.274080082
20200228	0.077221395	0.078020043	0.077447089	0.079694495	0.080612162	0.081836751	0.082115842	0.081807856	0.086060509	0.090145642	0.093671543	0.094865204	0.098236007	0.103490572	0.108676458	0.113130949	0.136767559	0.171762046	0.213253741	0.259864861
20200227	0.077221395	0.077728844	0.077447089	0.079694495	0.080976923	0.081861376	0.082105556	0.081196161	0.085488671	0.089080939	0.092799544	0.094088579	0.09890932	0.104141139	0.109123815	0.113781017	0.140084823	0.17599069	0.222102492	0.268808931
20200226	0.077221395	0.077374103	0.076206518	0.079332248	0.080794542	0.081853039	0.081738394	0.081201451	0.085480222	0.089620557	0.093059098	0.094590328	0.100204849	0.105800849	0.110988212	0.115769594	0.144319719	0.18265844	0.23092781	0.287848658
20200225	0.077221395	0.076373439	0.076206518	0.079332248	0.080958156	0.081824042	0.081738248	0.081149291	0.085763242	0.090426899	0.094619955	0.096016225	0.102521377	0.107594091	0.111944522	0.117176337	0.14510176	0.185967461	0.22719339	0.312830597
