Date	Close
20110418	36332.1
20110415	36988.38
20110414	37069.96
20110413	37347.69
20110412	37321.8
20110411	37590.67
20110408	37471.72
20110407	37471.54
20110406	37861.81
20110405	37832.96
20110404	37903.58
20110401	37775.07
20110331	37440.51
20110330	37210.27
20110329	36795.89
20110328	36767.86
20110325	36784.27
20110324	36872.38
20110323	36546.62
20110322	35925.35
20110318	35418.5
20110317	35621.68
20110316	35655.31
20110315	36012.17
20110314	36205.76
20110311	36091.22
20110310	35891.41
20110309	36450.19
20110308	36688.12
20110307	36603.3
20110304	36900.84
20110303	37132.98
20110302	36863.53
20110301	36768.09
20110228	37019.7
20110225	36880.2
20110224	36446.56
20110223	36464.07
20110222	36781.55
20110221	37242.05
20110218	37522.3
20110217	37226.43
20110216	37074.93
20110215	36951.25
20110214	36998.93
20110211	37011.49
20110210	36652.13
20110209	36986.94
20110208	37565.65
20110204	37451.84
20110203	37739.08
20110202	37948.75
20110201	37618.1
20110131	36982.24
20110128	36839.72
20110127	37447.7
20110126	37585.4
20110125	37470.76
20110124	37667.9
20110121	37321.11
20110120	37584.68
20110119	37810.16
20110118	38151.3
20110117	38096.91
20110114	37994.72
20110113	38070.19
20110112	37963.31
20110111	38028.81
20110110	38378.16
20110107	38600.86
20110106	38589.67
20110105	38696.24
20110104	38542.16
20110103	38605.8
20101231	38550.79
20101230	38243.14
20101229	38230.2
20101228	38147.51
20101227	38132.85
20101224	38081.07
20101223	38131.47
20101222	38172.91
20101221	38230.86
20101220	37975.48
20101217	37997.34
20101216	37832.86
20101215	37676.55
20101214	37901.04
20101213	37894.34
20101210	37677.78
20101209	37567.39
20101208	37617.77
20101207	37880.13
20101206	37737.13
20101203	37385.91
20101202	37399.47
20101201	37277.56
20101130	36817.32
20101129	36890.61
20101126	36904.53
20101125	36969.2
20101124	37079.28
20101123	36271.83
20101122	36710.46
20101119	36601.4
20101118	36322.12
20101117	35842.48
20101116	35648.21
20101112	36057.39
20101111	36304.54
20101110	36417.47
20101109	36198.03
20101108	36543.39
20101105	36317.51
20101104	36198.6
20101103	35843.81
20101101	35722.71
20101029	35568.22
20101028	35376.72
20101027	35262.9
20101026	35373.39
20101025	35262.89
20101022	35120.88
20101021	34965.25
20101020	34880.47
20101019	34452.21
20101018	34919.31
20101015	34741.54
20101014	34836.5
20101013	34798.65
20101012	34437.39
20101011	34465.41
20101008	34464.82
20101007	34257.81
20101006	34370.64
20101005	34257.4
20101004	34040.17
20101001	33807.48
20100930	33330.34
20100929	33186.76
20100928	33258.53
20100927	33122.44
20100924	33280.75
20100923	33091.13
20100922	33207.21
20100921	33296.69
20100920	33273.53
20100915	33046.69
20100914	33058
20100913	32921.63
20100910	32626.87
20100909	32518.98
20100908	32409.6
20100907	32448.4
20100906	32746.67
20100903	32592.87
20100902	32417.33
20100901	32339.23
20100831	31679.85
20100830	31382.67
20100827	31755.35
20100826	31217.99
20100825	31453.72
20100824	31364.89
20100823	32142.67
20100820	32291.67
20100819	32153.63
20100818	32408.3
20100817	32286.08
20100816	32119.88
20100813	32099.75
20100812	32041.13
20100811	32058.57
20100810	32685.52
20100809	32837.57
20100806	32917.92
20100805	32907.19
20100804	32900.48
20100803	32768.08
20100802	32816.52
20100730	32308.74
20100729	32463.72
20100728	32665.56
20100727	32695.31
20100726	32958.89
20100723	32806.03
20100722	32720.76
20100721	32108.99
20100720	32024.27
20100719	31845.88
20100716	31783.39
20100715	32381.06
20100714	32305.71
20100713	32185.2
20100712	31870.55
20100709	32004.31
20100708	31960.64
20100707	32035.19
20100706	31533.58
20100705	31391.45
20100702	31379.67
20100701	31197.04
20100630	31156.97
20100629	31473.2
20100628	32568.19
20100625	32607.13
20100624	32312.76
20100623	32663.29
