DATE	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600	5400	7200	9000	10800
20200306	0.04695	0.04717825	0.04797984	0.04753599	0.04703288	0.04702262	0.04725985	0.04896518	0.05304603	0.05780234	0.06350063	0.06963812	0.07639177	0.08259283	0.08924366	0.09665144	0.14387674	0.21216445	0.27835717	0.36659712
20200305	0.046975	0.04718262	0.04791175	0.04743048	0.0468798	0.04692035	0.04726231	0.04885693	0.05294379	0.05782055	0.06350954	0.0696647	0.07640033	0.08256615	0.08925241	0.09666028	0.14382079	0.21223124	0.27842268	0.36662697
20200304	0.047036	0.04722299	0.04787966	0.0476203	0.04694613	0.04707382	0.04736622	0.04902566	0.05321327	0.05808618	0.06405798	0.07015855	0.07688241	0.0830143	0.08968116	0.09702233	0.14443589	0.21323555	0.28016019	0.36926662
20200303	0.047175	0.047302668	0.047975	0.047460471	0.046787355	0.046737584	0.046964318	0.048312622	0.052127873	0.056901638	0.062565372	0.068336295	0.074721795	0.080661667	0.087100386	0.094243004	0.13977008	0.205132793	0.267939553	0.35112877
20200302	0.04725	0.047405158	0.04795	0.047530261	0.0469067	0.047076188	0.047262405	0.049021347	0.053092304	0.057802031	0.063689293	0.06961773	0.076205556	0.082290992	0.088856896	0.096186789	0.143008035	0.210688492	0.276240578	0.363490395
20200228	0.04635	0.046704609	0.04795	0.047440571	0.046949953	0.04707657	0.0474211	0.049296319	0.053402241	0.058433681	0.06418954	0.070382318	0.077200351	0.083334196	0.089891854	0.097186679	0.145839912	0.215617292	0.283514208	0.374224035
20200227	0.04645	0.046782448	0.04795	0.047239586	0.046754262	0.046922211	0.047370821	0.04929746	0.053415543	0.058257827	0.063906009	0.070251565	0.077222597	0.083337071	0.08992996	0.09722511	0.14582141	0.21574507	0.283659334	0.374353125
20200226	0.04645	0.046782448	0.04795	0.047189342	0.046687454	0.046768398	0.047107817	0.049083197	0.053769488	0.058735937	0.064755874	0.071314328	0.078600356	0.084913929	0.091744615	0.099272026	0.149812091	0.222627301	0.294200492	0.39002402
20200225	0.0465	0.046723405	0.0479	0.047220371	0.046767293	0.046883756	0.047225689	0.049292368	0.053795387	0.058746411	0.064814677	0.07142012	0.078807742	0.085297208	0.092306801	0.100111066	0.151209924	0.225096128	0.297895097	0.395614474
20200224	0.0466	0.046888125	0.0479	0.047526495	0.046813247	0.046768599	0.04710666	0.049296168	0.054007255	0.059085917	0.065241247	0.071803809	0.079087043	0.085845262	0.093176957	0.10141033	0.153426779	0.228880518	0.303532895	0.404007917
20200221	0.046762	0.047005803	0.047852727	0.047285939	0.046714269	0.046665993	0.046579166	0.048745726	0.053558489	0.058465028	0.064991099	0.07202277	0.079811466	0.08679509	0.094306992	0.10272812	0.155746526	0.232913765	0.309511413	0.412890854
