DATE 	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600
20230929	1.950584345	1.994607495	2.106671004	2.343252098	2.402396112	2.500505854	2.584805953	2.825577712	2.949705257	3.033174883	3.061110636	3.107398439	3.161600934	3.220058598	3.282968969	3.348503798
20230928	1.942117382	1.99122451	2.106266664	2.343406688	2.404644251	2.500463106	2.584822613	2.819460965	2.943324066	3.016328425	3.0331518	3.074906722	3.124699243	3.181936869	3.243799154	3.308193598
20230927	1.950309896	1.997499186	2.106135385	2.345770611	2.404592463	2.500454454	2.584815845	2.819504769	2.936773874	3.016323074	3.033378854	3.075110229	3.124879179	3.180738411	3.241025455	3.303746974
20230926	1.938553639	1.988624918	2.106914309	2.343085392	2.399910729	2.500137403	2.582115411	2.819565001	2.933536122	3.019801535	3.033554654	3.080629789	3.136438302	3.190249623	3.247661263	3.307339656
20230925	1.945722088	1.994167256	2.105124972	2.340706446	2.399877682	2.497464603	2.57939259	2.813470155	2.930373603	3.019986697	3.04089263	3.086511465	3.140342021	3.191340794	3.245720104	3.302186647
20230922	1.941370224	1.987847384	2.105124972	2.340706446	2.399877682	2.497464603	2.57939259	2.813470155	2.930373603	3.019966896	3.044392739	3.095779545	3.155706764	3.21159207	3.271028725	3.332869517
20230921	1.941625831	1.991070929	2.105124972	2.340706446	2.399877682	2.497464603	2.57939259	2.813517792	2.923854485	3.016912271	3.037552946	3.088646574	3.14846377	3.204159049	3.263378472	3.32498397
20230920	1.945722088	1.994167256	2.105124972	2.340706446	2.400526279	2.50241834	2.582147169	2.819578689	2.930207327	3.026566877	3.051318125	3.102795389	3.16284793	3.21893077	3.278591683	3.34067405
20230919	1.945722088	1.994167256	2.105124972	2.340706446	2.400526279	2.50241834	2.58213207	2.822560679	2.94317469	3.040158565	3.06502026	3.120416011	3.184801012	3.23899251	3.296119321	3.355526309
20230918	1.937529574	1.987974183	2.105124972	2.340773322	2.403422028	2.507740528	2.587532418	2.843856773	2.968944234	3.059977234	3.084906142	3.136962493	3.197759172	3.252125464	3.309793882	3.369782541
20230915	1.948536627	1.992514263	2.104482579	2.340947781	2.403423509	2.507329837	2.584812201	2.840793745	2.969016196	3.060124936	3.08149624	3.127740289	3.182386992	3.23872698	3.299194905	3.362149125
20230914	1.947770217	1.994924285	2.103379396	2.340644901	2.397640394	2.499780656	2.579403003	2.819476296	2.949862265	3.033478848	3.054271356	3.103816823	3.161976149	3.215208897	3.271776119	3.330575523
20230913	1.953914602	2.000360747	2.105124972	2.340639086	2.397147657	2.493130719	2.565949249	2.795217377	2.917780768	3.007094982	3.020671551	3.080409202	3.150013913	3.198140393	3.247819944	3.299313988
20230912	1.949818345	1.997264001	2.105124972	2.340639086	2.397147657	2.493590775	2.568533065	2.79520095	2.917736609	3.00698046	3.03470171	3.091613277	3.157337341	3.21082901	3.267001055	3.325379116
20230911	1.947770217	1.996259651	2.107302457	2.340700631	2.398942026	2.488543398	2.565778487	2.786064431	2.911382677	3.000509986	3.021051339	3.081102685	3.150635086	3.204207327	3.260119695	3.318216901
20230908	1.941370224	1.987847384	2.105124972	2.340706446	2.398944986	2.487795299	2.560296923	2.789123078	2.917836375	3.021014716	3.03506766	3.104225788	3.184217034	3.243492196	3.305023977	3.369110464
20230907	1.942649895	1.990715221	2.102406179	2.340868791	2.39955807	2.493961771	2.571240267	2.798110115	2.936995212	3.047881821	3.076601522	3.152747655	3.239739977	3.309349628	3.382183169	3.458352963
20230906	1.941093318	1.990191285	2.105144226	2.340573179	2.394615911	2.490951564	2.565713409	2.810332659	2.956512224	3.068179448	3.097120386	3.173653663	3.261156508	3.334272694	3.411126416	3.491612133
20230905	1.940601766	1.990024731	2.10401435	2.335744049	2.392592684	2.490529168	2.563247773	2.816495402	2.959745616	3.074867727	3.111127994	3.192018525	3.28395115	3.359429548	3.438632495	3.521651032
20230904	1.939168077	1.988560472	2.10248976	2.335949524	2.400309751	2.498931793	2.573870938	2.831539502	2.988727833	3.101678106	3.145340792	3.231078567	3.328063288	3.405246251	3.486013754	3.570743707
20230901	1.937275197	1.983662174	2.100747684	2.33595437	2.400311724	2.499756737	2.579312935	2.837619015	2.99508122	3.111767787	3.152116517	3.237825509	3.335023588	3.415330539	3.499699064	3.588297915
20230831	1.936300697	1.98528671	2.100042277	2.336067769	2.397741999	2.497530762	2.579364476	2.825513648	2.969203733	3.074347029	3.110340225	3.191305519	3.283306264	3.358817578	3.438052383	3.521103367
20230830	1.939577703	1.988624081	2.10356625	2.340977827	2.40245234	2.499282433	2.57657814	2.831553738	2.982149292	3.094812157	3.127687516	3.210682545	3.305212851	3.375885634	3.449338119	3.526217935
20230829	1.939168077	1.988200162	2.103139592	2.340646355	2.397396245	2.496686988	2.573923521	2.816256667	2.975982897	3.06784391	3.099683578	3.180302999	3.272089343	3.338788473	3.40787667	3.480071492
20230828	1.937529574	1.98650574	2.101433399	2.340651201	2.397153576	2.493134791	2.565951852	2.813388022	2.956520402	3.061213427	3.089878766	3.166320114	3.253687549	3.313932016	3.375985991	3.440669796
20230825	1.94239388	1.988116885	2.102451251	2.340648294	2.397152097	2.493593319	2.568489854	2.804237266	2.943543769	3.047741076	3.076262223	3.148697537	3.231604747	3.29373483	3.358333644	3.425714619
20230824	1.941625831	1.989983301	2.100747684	2.335483814	2.381741144	2.475097977	2.549416052	2.777035233	2.918164566	3.028237608	3.077940266	3.14941103	3.230003459	3.293160412	3.359149413	3.428009853
20230823	1.938553639	1.986530849	2.098029328	2.335493022	2.381745584	2.474689322	2.546715618	2.770956814	2.911818811	3.014896904	3.042921248	3.110943939	3.188884668	3.248048208	3.309644231	3.37380302
20230822	1.934948932	1.983888989	2.098634963	2.335491568	2.381499955	2.473653689	2.554860653	2.777090536	2.908378802	3.014617556	3.04280439	3.110839013	3.188790285	3.247959252	3.309561235	3.373724486
20230821	1.940601766	1.987614709	2.095691683	2.330869851	2.386268497	2.474647083	2.546656268	2.780140971	2.915057109	3.007797096	3.035485889	3.096025019	3.165731085	3.222399634	3.281858198	3.343728987
20230818	1.945956804	1.989723425	2.096893325	2.330865005	2.386345934	2.474645556	2.546655226	2.780140423	2.915056564	3.00779656	3.035485376	3.096025019	3.165731085	3.222399634	3.281858198	3.343728573
20230817	1.942649895	1.98968074	2.097936121	2.335627259	2.385837907	2.471970212	2.543883989	2.780139328	2.918301949	3.018061769	3.049600616	3.110488613	3.180422578	3.237469069	3.297356091	3.359692694
20230816	1.937529574	1.985471678	2.096962904	2.335630167	2.385839387	2.47197123	2.543914706	2.77399575	2.918401715	3.011450551	3.035592497	3.095944007	3.165659017	3.22509113	3.287714793	3.352948357
20230815	1.941625831	1.988621989	2.096869695	2.335428568	2.378970181	2.469371205	2.54123041	2.768097476	2.892606003	2.981003841	3.001248489	3.059075197	3.126105252	3.185676625	3.248650765	3.314229073
20230814	1.937529574	1.986886555	2.100747684	2.335551175	2.383586316	2.471985988	2.543911061	2.777168289	2.905380378	3.001138249	3.021792466	3.085474411	3.158990706	3.218494482	3.280846765	3.345787793
20230811	1.943417944	1.987414258	2.098559259	2.333175136	2.383641063	2.471996676	2.54391887	2.777173217	2.905383649	3.001082058	3.03232303	3.100385522	3.17811038	3.239739477	3.304168644	3.371332535
20230810	1.935481446	1.984794579	2.098559259	2.333108261	2.381511792	2.472016014	2.543963643	2.771037852	2.905340036	3.015057448	3.022097425	3.088748571	3.16637132	3.226366475	3.28891716	3.354075101
