fecha	tfondeo
20000404	14
20000405	14.25
20000406	13.5
20000407	13.3
20000410	13.1
20000411	14.5
20000412	14
20000413	13.3
20000414	14.6
20000417	14.5
20000418	13.5
20000419	15.5
20000424	14
20000425	13.25
20000426	13.25
20000427	14
20000428	14.5
20000502	14.5
20000503	14
20000504	14
20000508	14.2
20000509	14.9
20000510	13.85
20000511	13.85
20000512	14.4
20000515	14
20000516	14.4
20000517	14.4
20000518	14
20000519	13.8
20000522	14.15
20000523	15.25
20000524	16
20000525	16.05
20000526	16.7
20000529	16.7
20000530	16.55
20000531	15.5
20000601	15.65
20000602	14.5
20000605	15.5
20000606	15.4
20000607	17.5
20000608	16.1
20000609	16.5
20000612	16.55
20000613	16.25
20000614	15.75
20000615	16.05
20000616	16.25
20000619	16.2
20000620	16
20000621	16.25
20000622	16.4
20000623	16.9
20000626	17.4
20000627	18.4
20000628	17.75
20000629	18.1
20000630	17.85
20000703	16.35
20000704	15.8
20000705	14.85
20000706	13.95
20000707	14
20000710	14.1
20000711	14
20000712	14
20000713	13.8
20000714	14.25
20000717	13.75
20000718	14
20000719	13.75
20000720	14
20000721	13.75
20000724	13.5
20000725	13.5
20000726	13.5
20000727	13.1
20000728	13.25
20000731	14
20000801	17.1
20000802	19.75
20000803	17.4
20000804	16.9
20000807	16.4
20000808	16.25
20000809	16.65
20000810	16.6
20000811	16.65
20000814	17
20000815	15.75
20000816	16
20000817	16.25
20000818	16.45
20000821	16
20000822	15.7
20000823	15.5
20000824	15.3
20000825	15.7
20000828	15.5
20000829	16.4
20000830	15.4
20000831	15.5
20000901	15.25
20000904	15.5
20000905	16.15
20000906	15.85
20000907	15.5
20000908	15.9
20000911	15.5
20000912	15.5
20000913	15.75
20000914	15.9
20000915	16.3
20000918	15.7
20000919	15.75
20000920	15.75
20000921	16.3
20000922	16.4
20000925	15.9
20000926	15.75
20000927	17
20000928	15.5
20000929	16
20001002	15.5
20001003	15.75
20001004	15.75
20001005	15.7
20001006	15.5
20001009	15.65
20001010	15.65
20001011	15.75
20001012	15
20001013	16
20001016	15.75
20001017	16
20001018	16.75
20001019	16.8
20001020	18
20001023	17.5
20001024	17.25
20001025	17.2
20001026	17
20001027	17.15
20001030	17.2
20001031	17
20001101	17
20001103	17
20001106	17.05
20001107	17
20001108	17.1
20001109	17.2
20001110	17.5
20001113	18.25
20001114	18.5
20001115	18.25
20001116	18.25
20001117	17
20001121	20.25
20001122	17.85
20001123	18.2
20001124	18.25
20001127	17.8
20001128	17.7
20001129	17.75
20001130	18.1
20001204	17.25
20001205	17.15
20001206	17.2
20001207	17.25
20001208	17.3
20001211	17.4
20001213	17.35
20001214	17.25
20001215	18.25
20001218	17.5
20001219	17.23
20001220	17.35
20001221	17.6
20001222	19.25
20001226	18
20001227	17.7
20001228	18.6
20001229	18.35
20010102	17.5
20010103	17.35
20010104	16.9
20010105	16.9
20010108	16.85
20010109	16.95
20010110	17.05
20010111	17.15
20010112	17.05
20010115	18
20010116	18.5
20010117	18
20010118	18.3
20010119	18
20010122	18.15
20010123	18.1
20010124	18.1
20010125	17.7
20010126	17.45
20010129	17.85
20010130	17.65
20010131	17.85
20010201	17.7
20010202	17.95
20010206	17.75
20010207	17.75
20010208	17.65
20010209	17.5
20010212	17.55
20010213	17.6
20010214	16.6
20010215	17.6
20010216	17.6
20010219	17.3
20010220	17.3
20010221	17.32
20010222	17.55
20010223	17
20010226	17.25
20010227	16.85
20010228	16.82
20010301	16.8
20010302	17.35
20010305	16.9
20010306	17.15
20010307	16.7
20010308	16.5
20010309	16.65
20010312	16.5
20010313	16.5
20010314	15.6
20010315	17.1
20010316	16.55
20010319	17.05
20010320	17.2
20010322	16.5
20010323	16.4
20010326	16.35
20010327	16.15
20010328	16.15
20010329	16.15
20010330	16.25
20010402	16.45
20010403	16.6
20010404	16.5
20010405	15.75
20010406	16.65
20010409	16.8
20010410	15.55
20010411	16.05
20010416	15.75
20010417	15.75
20010418	15.65
20010419	15.45
20010420	15.65
20010423	15.5
20010424	15.6
20010425	15.3
20010426	14.9
20010427	14.9
20010430	15.25
20010502	14.8
20010503	14.8
20010504	15
20010507	14.8
20010508	14.8
20010509	14
20010510	14.5
20010511	14.3
20010514	14
20010515	14.4
20010516	14.2
20010517	13.6
20010518	12.2
20010521	12
20010522	11.25
20010523	11.15
20010524	11.2
20010525	11.2
20010528	11.65
20010529	11.3
20010530	11.35
20010531	11.4
20010601	11.3
20010604	12.2
20010605	11
20010606	10.1
20010607	11.1
20010608	11.4
20010611	11.15
20010612	11.25
20010613	11.25
20010614	11.15
20010615	10.9
20010618	10.1
20010619	10
20010620	10.4
20010621	11.1
20010622	10.5
20010625	10.5
20010626	10.25
20010627	10.05
20010628	10.1
20010629	10.1
20010702	10
20010703	10.2
20010704	9.25
20010705	10
20010706	10.1
20010709	10.1
20010710	10.1
20010711	10.25
20010712	10.25
20010713	10.35
20010716	10.1
20010717	10
20010718	9.75
20010719	9.75
20010720	9.75
20010723	9.75
20010724	9.65
20010725	9.3
20010726	9.3
20010727	9.3
20010730	9.25
20010731	9.15
20010801	16
20010802	8.5
20010803	8.5
20010806	8.3
20010807	8.25
20010808	8.25
20010809	8.18
20010810	8.2
20010813	8.2
20010814	8.17
20010815	8.15
20010816	8.2
20010817	8.3
20010820	8.25
20010821	8.15
20010822	8.1
20010823	8.05
20010824	8.5
20010827	10.9
20010828	10
20010829	8.25
20010830	8.75
20010831	8.75
20010903	8.75
20010904	8.75
20010905	8.75
20010906	8.9
20010907	8.7
20010910	8.75
20010911	9.5
20010912	9.5
20010913	9.5
20010914	9.67
20010917	9.8
20010918	9.55
20010919	9.6
20010920	9.95
20010921	10.1
20010924	9.8
20010925	9.8
20010926	8.75
20010927	10.4
20010928	10.3
20011001	10.25
20011002	10.25
20011003	10.25
20011004	10.25
20011005	10.45
20011008	10.3
20011009	10.25
20011010	10.1
20011011	9.6
20011012	9.6
20011015	9.4
20011016	9.3
20011017	9
20011018	8.6
20011019	8.4
20011022	8.35
20011023	8
20011024	7
20011025	8
20011026	7.85
20011029	8
20011030	8.2
20011031	8
20011101	7.9
20011102	8
20011105	7.85
20011106	7.9
20011107	7.9
20011108	8.1
20011109	7.95
20011112	8.05
20011113	8.12
20011114	8
20011115	8.15
20011116	8.1
20011119	8
20011121	6.75
20011122	7.55
20011123	7.1
20011126	6.8
20011127	6.5
20011128	7
20011129	7.07
20011130	7.25
20011203	6.85
20011204	6.75
20011205	6.8
20011206	6.8
20011207	6.8
20011210	6.7
20011211	6.6
20011213	6.2
20011214	5.6
20011217	5.8
20011218	5.6
20011219	4.65
20011220	7.6
20011221	7.1
20011224	8.5
20011226	7
20011227	7.15
20011228	7.15
20011231	8.05
20020102	7.4
20020103	6.95
20020104	6.75
20020107	6.65
20020108	6.5
20020109	6.75
20020110	7
20020111	8
20020114	7.25
20020115	6.85
20020116	6
20020117	6.45
20020118	6.6
20020121	7.5
20020122	7
20020123	7.2
20020124	7.55
20020125	7.5
20020128	7.5
20020129	8.35
20020130	7.8
20020131	8.1
20020201	8
20020204	8
20020206	7.8
20020207	7.3
20020208	8.2
20020211	8.1
20020212	8.4
20020213	7.85
20020214	8.35
20020215	10.05
20020218	8.95
20020219	8.35
20020220	8.35
20020221	8.35
20020222	8.45
20020225	7.8
20020226	7.5
20020227	7.55
20020228	7.62
20020301	7.25
20020304	7.25
20020305	7.25
20020306	7
20020307	7
20020308	7
20020311	7.02
20020312	7.05
20020313	6
20020314	8.85
20020315	9
20020318	8.15
20020319	8
20020320	7.85
20020322	7.85
20020325	7.6
20020326	7.72
20020327	7
20020401	6.05
20020402	5.82
20020403	5.77
20020404	5.85
20020405	5.7
20020408	5.6
20020409	5.2
20020410	4.15
20020411	5.35
20020412	5.26
20020415	5.08
20020416	5.8
20020417	5.5
20020418	5.1
20020419	5.15
20020422	5.15
20020423	5.1
20020424	5.1
20020425	5.44
20020426	5.45
20020429	5.45
20020430	5.45
20020502	5.55
20020503	6.5
20020506	6.7
20020507	7.25
20020508	6.1
20020509	7.6
20020510	8
20020513	8.25
20020514	7.5
20020515	7.5
20020516	7
20020517	7
20020520	7
20020521	7.15
20020522	7.05
20020523	7.15
20020524	7.15
20020527	7.15
20020528	7.35
20020529	7.12
20020530	7.35
20020531	7.3
20020603	6.95
20020604	6.8
20020605	6.1
20020606	7.25
20020607	7.29
20020610	7.18
20020611	7.08
20020612	7.05
20020613	6.8
20020614	6.75
20020617	6.8
20020618	6.7
20020619	6.75
20020620	7.1
20020621	7.9
20020624	7.85
20020625	7.7
20020626	8.5
20020627	8.05
20020628	8.1
20020701	7.95
20020702	7.85
20020703	6.1
20020704	7.55
20020705	7.45
20020708	7.47
20020709	7.4
20020710	7.3
20020711	7.03
20020712	6.8
20020715	6.9
20020716	6.85
20020717	6.65
20020718	6.6
20020719	6.58
20020722	6.55
20020723	6.5
20020724	6.55
20020725	6.6
20020726	6.6
20020729	6.55
20020730	6.51
20020731	5.05
20020801	6.55
20020802	6.55
20020805	6.55
20020806	6.45
20020807	6.45
20020808	6.3
20020809	6.3
20020812	6.3
20020813	6.55
20020814	6.55
20020815	6.62
20020816	6.65
20020819	6.7
20020820	6.62
20020821	6.5
20020822	6.6
20020823	6.55
20020826	6.5
20020827	6.5
20020828	5.25
20020829	6.62
20020830	6.63
20020902	6.5
20020903	6.5
20020904	6.8
20020905	6.74
20020906	6.8
20020909	6.65
20020910	6.52
20020911	6.55
20020912	6.65
20020913	6.65
20020917	6.68
20020918	6.74
20020919	7.02
20020920	7.7
20020923	8.05
20020924	8.5
20020925	5.9
20020926	8.45
20020927	8.15
20020930	8
20021001	8.05
20021002	7.75
20021003	7.8
20021004	7.75
20021007	7.85
20021008	7.8
20021009	7.95
20021010	8
20021011	8
20021014	8
20021015	7.85
20021016	7.8
20021017	7.55
20021018	7.65
20021021	7.58
20021022	7.5
20021023	6.1
20021024	7.55
20021025	7.6
20021028	7.6
20021029	7.6
20021030	7.98
20021031	7.65
20021101	7.7
20021104	7.7
20021105	7.5
20021106	7.4
20021107	7.4
20021108	7.75
20021111	8.3
20021112	8.1
20021113	7.85
20021114	7.5
20021115	7.05
20021118	6.2
20021119	7.07
20021121	6.88
20021122	6.9
20021125	6.95
20021126	6.95
20021127	7
20021128	6.95
20021129	7
20021202	6.6
20021203	7
20021204	6.95
20021205	7.1
20021206	7.3
20021209	7.55
20021210	7.75
20021211	7.85
20021213	7.7
20021216	7.6
20021217	7.5
20021218	6
20021219	7.65
20021220	7.6
20021223	7.6
20021224	7.5
20021226	7.65
20021227	7.6
20021230	7.85
20021231	8.25
20030102	7.9
20030103	7.75
20030106	7.65
20030107	7.7
20030108	7.7
20030109	7.7
20030110	7.9
20030113	8.2
20030114	8
20030115	6
20030116	8.1
20030117	8.2
20030120	8.1
20030121	8.4
20030122	9.05
20030123	9.15
20030124	9
20030127	9.05
20030128	9.05
20030129	9.05
20030130	8.95
20030131	9
20030203	8.8
20030204	9
20030206	8.8
20030207	9
20030210	10.8
20030211	9.35
20030212	8
20030213	9.4
20030214	9.4
20030217	9.1
20030218	9.15
20030219	8.95
20030220	8.85
20030221	9
20030224	9
20030225	9.25
20030226	9.25
20030227	9.26
20030228	9.25
20030303	9.25
20030304	9.4
20030305	9.52
20030306	9.8
20030307	9.9
20030310	9.9
20030311	9.65
20030312	8
20030313	9.15
20030314	9.3
20030317	9.13
20030318	8.9
20030319	9
20030320	9.13
20030324	8.6
20030325	8.5
20030326	8.3
20030327	8.35
20030328	9
20030331	8.85
20030401	8.85
20030402	8.45
20030403	8.45
20030404	8.4
20030407	8.25
20030408	8.25
20030409	7.25
20030410	8.3
20030411	8.2
20030414	7.95
20030415	7.9
20030416	7.65
20030421	7.55
20030422	7.57
20030423	7.6
20030424	7.35
20030425	6.8
20030428	6.8
20030429	6.27
20030430	5.8
20030502	5.5
20030505	5.52
20030506	5.6
20030507	5.55
20030508	5.5
20030509	5
20030512	4.75
20030513	4.77
20030514	4.55
20030515	5.1
20030516	5.5
20030519	5.55
20030520	5.55
20030521	5
20030522	5
20030523	4.75
20030526	4.75
20030527	4.75
20030528	4.75
20030529	4.8
20030530	4.75
20030602	4.65
20030603	4.55
20030604	4.6
20030605	5.5
20030606	5.5
20030609	5.8
20030610	5.85
20030611	5.7
20030612	5.65
20030613	5.6
20030616	5.6
20030617	5.6
20030618	5.65
20030619	5.7
20030620	5.25
20030623	5.15
20030624	5.07
20030625	4.9
20030626	4.6
20030627	4.6
20030630	4.35
20030701	4.3
20030702	4.32
20030703	4.4
20030704	4.33
20030707	4.35
20030708	4.92
20030709	4.87
20030710	4.95
20030711	5.2
20030714	4.9
20030715	4.88
20030716	4.9
20030717	4.5
20030718	4.5
20030721	4.3
20030722	4.3
20030723	4.3
20030724	4.35
20030725	4.1
20030728	4.05
20030729	4.06
20030730	4.05
20030731	4.05
20030801	4.05
20030804	4.1
20030805	4.17
20030806	4.3
20030807	4.25
20030808	4.1
20030811	4.05
20030812	4.15
20030813	4.15
20030814	4.15
20030815	4.12
20030818	4.1
20030819	4.15
20030820	4.2
20030821	4.2
20030822	4.2
20030825	4.25
20030826	4.22
20030827	4.3
20030828	4.32
20030829	4.6
20030901	4.55
20030902	4.54
20030903	4.43
20030904	4.4
20030905	4.25
20030908	4.25
20030909	4.25
20030910	4.32
20030911	4.34
20030912	4.35
20030915	4.35
20030917	4.23
20030918	4.3
20030919	4.3
20030922	4.25
20030923	4.15
20030924	4.1
20030925	4.23
20030926	4.2
20030929	4.32
20030930	4.3
20031001	4.25
20031002	4.4
20031003	4.65
20031006	5.04
20031007	5.5
20031008	5.35
20031009	5.45
20031010	5.32
20031013	5.25
20031014	5.4
20031015	5.43
20031016	5.45
20031017	5.45
20031020	5.47
20031021	5.3
20031022	5.32
20031023	5.33
20031024	5.1
20031027	5
20031028	5.02
20031029	4.7
20031030	4.8
20031031	4.72
20031103	4.6
20031104	4.52
20031105	4.45
20031106	4.45
20031107	4.45
20031110	4.43
20031111	4.4
20031112	4.43
20031113	4.8
20031114	4.9
20031117	5.13
20031118	5.05
20031119	5.15
20031121	5.22
20031124	5.25
20031125	5.5
20031126	5.75
20031127	5.9
20031128	6.1
20031201	6.35
20031202	6.35
20031203	6.3
20031204	6.15
20031205	6.1
20031208	6
20031209	5.85
20031210	5.8
20031211	5.65
20031215	6
20031216	6.05
20031217	6
20031218	6
20031219	6
20031222	6.1
20031223	5.95
20031224	6.12
20031226	6.1
20031229	6.1
20031230	6.1
20031231	6.1
20040102	6.1
20040105	5.8
20040106	5.6
20040107	5.3
20040108	5
20040109	5.05
20040112	5
20040113	4.85
20040114	4.8
20040115	4.8
20040116	4.72
20040119	4.67
20040120	4.68
20040121	4.78
20040122	4.85
20040123	5.15
20040126	4.9
20040127	4.83
20040128	4.8
20040129	4.98
20040130	5.2
20040202	4.88
20040203	5.1
20040204	5.2
20040206	5.35
20040209	5.15
20040210	5.5
20040211	5.53
20040212	5.5
20040213	5.4
20040216	5.4
20040217	5.45
20040218	5.45
20040219	5.5
20040220	6
20040223	6
20040224	6.25
20040225	6.75
20040226	6.75
20040227	6.7
20040301	6.65
20040302	6.6
20040303	6.4
20040304	6.6
20040305	6.35
20040308	6.15
20040309	6.2
20040310	6.23
20040311	6.35
20040312	6.6
20040315	6.6
20040316	6.65
20040317	6.7
20040318	6.6
20040319	6.4
20040322	6.55
20040323	6.4
20040324	6.35
20040325	6.25
20040326	6.05
20040329	6.1
20040330	6.25
20040331	6.12
20040401	6.05
20040402	6.1
20040405	6.12
20040406	6.05
20040407	5.88
20040412	5.85
20040413	5.9
20040414	6
20040415	5.95
20040416	6
20040419	6
20040420	6
20040421	6
20040422	6
20040423	5.65
20040426	5.5
20040427	5.5
20040428	6
20040429	6.12
20040430	6.25
20040503	6.2
20040504	6.25
20040505	6.17
20040506	6.1
20040507	6.3
20040510	6.5
20040511	6.5
20040512	6.5
20040513	6.5
20040514	6.5
20040517	6.5
20040518	6.5
20040519	6.5
20040520	6.5
20040521	6.5
20040524	6.5
20040525	6.35
20040526	6.35
20040527	6.35
20040528	6.35
20040531	6.35
20040601	6.35
20040602	6.35
20040603	6.35
20040604	6.35
20040607	6.35
20040608	6.35
20040609	6.35
20040610	6.35
20040611	6.35
20040614	6.35
20040615	6.35
20040616	6.35
20040617	6.35
20040618	6.34
20040621	6.35
20040622	6.35
20040623	6.35
20040624	6.35
20040625	6.35
20040628	6.35
20040629	6.35
20040630	6.5
20040701	6.6
20040702	6.6
20040705	6.6
20040706	6.6
20040707	6.6
20040708	6.6
20040709	6.6
20040712	6.6
20040713	6.6
20040714	6.6
20040715	6.62
20040716	6.6
20040719	6.6
20040720	6.62
20040721	6.6
20040722	6.6
20040723	6.75
20040726	6.75
20040727	6.75
20040728	6.77
20040729	6.8
20040730	6.75
20040802	6.75
20040803	6.78
20040804	6.75
20040805	6.75
20040806	6.85
20040809	6.85
20040810	6.8
20040811	7
20040812	7
20040813	7
20040816	7
20040817	7
20040818	7
20040819	7
20040820	7
20040823	7
20040824	7
20040825	7.1
20040826	7.1
20040827	7.15
20040830	7.15
20040831	7.17
20040901	7.15
20040902	7.16
20040903	7.15
20040906	7.15
20040907	7.15
20040908	7.15
20040909	7.15
20040910	7.15
20040913	7.15
20040914	7.18
20040915	7.18
20040917	7.15
20040920	7.15
20040921	7.15
20040922	7.4
20040923	7.4
20040924	7.6
20040927	7.6
20040928	7.6
20040929	7.6
20040930	7.63
20041001	7.6
20041004	7.6
20041005	7.6
20041006	7.63
20041007	7.6
20041008	7.6
20041011	7.6
20041012	7.6
20041013	7.6
20041014	7.6
20041015	7.6
20041018	7.62
20041019	7.6
20041020	7.6
20041021	7.6
20041022	7.75
20041025	7.8
20041026	7.85
20041027	7.8
20041028	7.8
20041029	7.81
20041101	7.8
20041102	7.8
20041103	7.8
20041104	7.8
20041105	7.85
20041108	7.8
20041109	7.8
20041110	7.8
20041111	8.05
20041112	8.05
20041115	8.06
20041116	8.05
20041117	8.05
20041118	8.05
20041119	8.06
20041122	8.07
20041123	8.05
20041124	8.06
20041125	8.05
20041126	8.3
20041129	8.25
20041130	8.25
20041201	8.25
20041202	8.25
20041203	8.25
20041206	8.28
20041207	8.25
20041208	8.25
20041209	8.25
20041210	8.37
20041213	8.45
20041214	8.46
20041215	8.75
20041216	8.7
20041217	8.7
20041220	8.7
20041221	8.75
20041222	8.7
20041223	8.7
20041224	9
20041227	8.72
20041228	8.78
20041229	8.75
20041230	8.7
20041231	8.75
20050103	8.75
20050104	8.73
20050105	8.75
20050106	8.73
20050107	8.73
20050110	8.7
20050111	8.72
20050112	8.73
20050113	8.73
20050114	8.85
20050117	8.73
20050118	8.73
20050119	8.7
20050120	8.73
20050121	8.65
20050124	8.73
20050125	8.72
20050126	8.72
20050127	8.71
20050128	8.75
20050131	8.95
20050201	8.88
20050202	8.9
20050203	9.05
20050204	9.05
20050207	9.09
20050208	9.18
20050209	9.15
20050210	9.15
20050211	9.15
20050214	9.14
20050215	9.15
20050216	9.15
20050217	9.15
20050218	9.15
20050221	9.15
20050222	9.15
20050223	9.16
20050224	9.25
20050225	9.3
20050228	9.2
20050301	9.2
20050302	9.2
20050303	9.21
20050304	9.2
20050307	9.2
20050308	9.2
20050309	9.2
20050310	9.2
20050311	9.22
20050314	9.2
20050315	9.2
20050316	9.2
20050317	9.2
20050318	9.2
20050322	9.18
20050323	9.5
20050328	9.5
20050329	9.5
20050330	9.5
20050331	9.5
20050401	9.45
20050404	9.5
20050405	9.5
20050406	9.5
20050407	9.49
20050408	9.5
20050411	9.5
20050412	9.5
20050413	9.51
20050414	9.5
20050415	9.53
20050418	9.58
20050419	9.53
20050420	9.53
20050421	9.5
20050422	9.5
20050425	9.5
20050426	9.53
20050427	9.5
20050428	9.54
20050429	9.65
20050502	9.53
20050503	9.5
20050504	9.77
20050505	9.75
20050506	9.75
20050509	9.76
20050510	9.86
20050511	9.8
20050512	9.6
20050513	9.75
20050516	9.75
20050517	9.75
20050518	9.75
20050519	9.75
20050520	9.75
20050523	9.75
20050524	9.75
20050525	9.8
20050526	9.75
20050527	9.75
20050530	9.75
20050531	9.75
20050601	9.75
20050602	9.75
20050603	9.75
20050606	9.75
20050607	9.75
20050608	9.75
20050609	9.68
20050610	9.75
20050613	9.75
20050614	9.75
20050615	9.75
20050616	9.75
20050617	9.75
20050620	9.75
20050621	9.75
20050622	9.75
20050623	9.75
20050624	9.75
20050627	9.75
20050628	9.75
20050629	9.75
20050630	9.75
20050701	9.75
20050704	9.75
20050705	9.75
20050706	9.75
20050707	9.75
20050708	9.75
20050711	9.75
20050712	9.7
20050713	9.75
20050714	9.75
20050715	9.75
20050718	9.75
20050719	9.75
20050720	9.72
20050721	9.72
20050722	9.72
20050725	9.6
20050726	9.72
20050727	9.75
20050728	9.72
20050729	9.75
20050801	9.75
20050802	9.75
20050803	9.75
20050804	9.7
20050805	9.75
20050808	9.7
20050809	9.75
20050810	9.6
20050811	9.75
20050812	9.75
20050815	9.75
20050816	9.75
20050817	9.75
20050818	9.75
20050819	9.75
20050822	9.75
20050823	9.75
20050824	9.73
20050825	9.75
20050826	9.5
20050829	9.5
20050830	9.47
20050831	9.5
20050901	9.5
20050902	9.5
20050905	9.5
20050906	9.5
20050907	9.5
20050908	9.47
20050909	9.5
20050912	9.5
20050913	9.45
20050914	9.5
20050915	9.5
20050919	9.6
20050920	9.5
20050921	9.5
20050922	9.5
20050923	9.25
20050926	9.25
20050927	9.25
20050928	9.25
20050929	9.25
20050930	9.25
20051003	9.25
20051004	9.25
20051005	9.25
20051006	9.25
20051007	9.25
20051010	9.25
20051011	9.25
20051012	9.25
20051013	9.25
20051014	9.25
20051017	9.25
20051018	9.25
20051019	9.24
20051020	9.25
20051021	9.25
20051024	9.21
20051025	9.25
20051026	9.25
20051027	9.25
20051028	9
20051031	9
20051101	9
20051102	8.96
20051103	9
20051104	9
20051107	9
20051108	9
20051109	9
20051110	9
20051111	9
20051114	9
20051115	9
20051116	9
20051117	9
20051118	9
20051121	9
20051122	9
20051123	9
20051124	9
20051125	8.75
20051128	8.75
20051129	8.75
20051130	8.75
20051201	8.75
20051202	8.75
20051205	8.75
20051206	8.75
20051207	8.75
20051208	8.75
20051209	8.25
20051213	8.25
20051214	8.25
20051215	8.25
20051216	8.25
20051219	8.25
20051220	8.25
20051221	8.25
20051222	8.25
